Όνομα;Χονδρική τιμή (€);Περιγραφή;Τύπος;Περιοχή;Χαρακτηριστικά;Εταιρία;Φωτογραφία;Κωδικός;Barcode (EAN);SPF;Συσκευασία
Avène Très Haute Protection Stick SPF50+ 8gr Zone Sensible;9,53;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 8grr. Ειδικά για ευαίσθητο δέρμα.;Stick;;Ευαίσθητο δέρμα;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-stick-spf50-8gr-zone-sensible-3282770204803.jpg;2200025298;3282770204803;50+;8grr
Avène Très Haute Protection Enfant Spray SPF50+ 200ml ΝΕΟ;15,95;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml. Κατάλληλο για παιδιά.;Spray;;Παιδικό;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-enfant-spray-spf50-200ml-3282770202090.jpg;2200047053;3282770202090;50+;200ml
Avène Très Haute Protection Family Spray SPF50+ 400ml;21,04;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 400ml. Οικογενειακή συσκευασία.;Spray;;Οικογενειακό;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-family-spray-spf50-400ml-3282770396324.jpg;2200040876;3282770396324;50+;400ml
Avène Très Haute Protection Cream SPF50+ Minéral ΝΕΟ;14,03;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα.;Κρέμα;;;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-cream-spf50-mineral-3282779355773.jpg;2200029324;3282779355773;50+;
Avène Très Haute Protection Cream SPF50+ Teinté ΝΕΟ;14,32;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-cream-spf50-teinte-3282770149524.jpg;2200038280;3282770149524;50+;
Avène Très Haute Protection Intense Fluid SPF50+ 150ml;15,49;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 150ml.;Fluid;;;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-intense-fluid-spf50-150ml-3282770141214.jpg;2200044976;3282770141214;50+;150ml
Avène Très Haute Protection Lait SPF50+ Minéral 100ml;14,32;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 100ml.;Γαλάκτωμα;;;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-lait-spf50-mineral-100ml-3282779355872.jpg;2200029243;3282779355872;50+;100ml
Avène Très Haute Protection Sport SPF50+ 100ml;13,56;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 100ml. Ανθεκτικό σε ιδρώτα & νερό.;;;Sport;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-sport-spf50-100ml-3282770101362.jpg;2200046374;3282770101362;50+;100ml
Avène Très Haute Protection Stick SPF50+ 20gr;13,44;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 20grr.;Stick;;;Avène (Pierre Fabre);sunscreens/avene-tres-haute-protection-stick-spf50-20gr-3282770207576.jpg;2200044978;3282770207576;50+;20grr
Avène Ultra Fluid Invisible SPF50 50ml;14,03;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;Avène (Pierre Fabre);sunscreens/avene-ultra-fluid-invisible-spf50-50ml-3282770392654.jpg;2200040932;3282770392654;50;50ml
Avène Ultra Fluid Oil-Control SPF50 50ml;14,61;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid / λάδι, συσκευασία 50ml. Ιδανικό για λιπαρό ή μικτό δέρμα.;Fluid, Λάδι;;Λιπαρό/Μικτό;Avène (Pierre Fabre);sunscreens/avene-ultra-fluid-oil-control-spf50-50ml-3282770397376.jpg;2200040869;3282770397376;50;50ml
Avène Ultra Fluid Perfect SPF50+ 50ml;15,20;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;Avène (Pierre Fabre);sunscreens/avene-ultra-fluid-perfect-spf50-50ml-3282770392692.jpg;2200040930;3282770392692;50+;50ml
Avène Ultra Fluid Radiance SPF50+ 50ml;14,61;Από την Avène με Θερμομεταλλικό Νερό Avène — καταπραϋντικό και αντι-ερεθιστικό. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;Avène (Pierre Fabre);sunscreens/avene-ultra-fluid-radiance-spf50-50ml-3282770397697.jpg;2200040871;3282770397697;50+;50ml
Ducray Melascreen Protect Fluid SPF50+ 2x50ml -40% 2ο;21,98;Από τη γραμμή Melascreen της Ducray, ειδικά για δέρμα με τάση δυσχρωμιών και υπερμελάγχρωσης. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Fluid;;Κατά πανάδων;Ducray (Pierre Fabre);sunscreens/ducray-melascreen-protect-fluid-spf50-2x50ml-40-2-3282779371339.jpg;2200039646;3282779371339;50+;50ml
Ducray Melascreen Teinté Fluid SPF50+ 30ml;13,00;Από τη γραμμή Melascreen της Ducray, ειδικά για δέρμα με τάση δυσχρωμιών και υπερμελάγχρωσης. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 30ml. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών. Με χρωματισμό για ενιαία όψη.;Fluid;;Κατά πανάδων, Με χρώμα;Ducray (Pierre Fabre);sunscreens/ducray-melascreen-teinte-fluid-spf50-30ml-3282770399653.jpg;2200042636;3282770399653;50+;30ml
Ducray Melascreen Anti-Tâches Cream SPF50+ 50ml;13,73;Από τη γραμμή Melascreen της Ducray, ειδικά για δέρμα με τάση δυσχρωμιών και υπερμελάγχρωσης. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Κρέμα;;Κατά πανάδων;Ducray (Pierre Fabre);sunscreens/ducray-melascreen-anti-taches-cream-spf50-50ml-3282770389296.jpg;2200041546;3282770389296;50+;50ml
Ducray Melascreen Anti-Tâches Fluid SPF50+ 50ml;13,73;Από τη γραμμή Melascreen της Ducray, ειδικά για δέρμα με τάση δυσχρωμιών και υπερμελάγχρωσης. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Fluid;;Κατά πανάδων;Ducray (Pierre Fabre);sunscreens/ducray-melascreen-anti-taches-fluid-spf50-50ml-3282770389272.jpg;2200041550;3282770389272;50+;50ml
SVR Sun Secure Blur Cream SPF50+ 50ml Teinté;14,03;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;SVR;sunscreens/svr-sun-secure-blur-cream-spf50-50ml-teinte-3662361003167.jpg;2200049686;3662361003167;50+;50ml
SVR Sun Secure Blur Cream SPF50+ 50ml χωρίς άρωμα;14,03;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;SVR;sunscreens/svr-sun-secure-blur-cream-spf50-50ml-3662361003150.jpg;2200049688;3662361003150;50+;50ml
SVR Sun Secure Blur Cream SPF50+ Mousse 50ml;14,03;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα / mousse, συσκευασία 50ml.;Κρέμα, Mousse;;;SVR;sunscreens/svr-sun-secure-blur-cream-spf50-mousse-50ml-3662361002597.jpg;2200049689;3662361002597;50+;50ml
SVR Sun Secure Brume Spray SPF50 200ml;15,78;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;SVR;sunscreens/svr-sun-secure-brume-spray-spf50-200ml-3662361001699.jpg;2200049691;3662361001699;50;200ml
SVR Sun Secure Cream SPF50+ 50ml;12,86;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;SVR;sunscreens/svr-sun-secure-cream-spf50-50ml-3662361001705.jpg;2200049692;3662361001705;50+;50ml
SVR Sun Secure Spray SPF50+ Eau Solaire 200ml;14,61;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;SVR;sunscreens/svr-sun-secure-spray-spf50-eau-solaire-200ml-3662361001293.jpg;2200049693;3662361001293;50+;200ml
SVR Sun Secure Gel SPF50+ Extrême 50ml;14,61;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή gel, συσκευασία 50ml.;Gel;;;SVR;sunscreens/svr-sun-secure-gel-spf50-extreme-50ml-3662361002603.jpg;2200049694;3662361002603;50+;50ml
SVR Sun Secure Spray Hydratant SPF50+ 200ml;14,61;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;SVR;sunscreens/svr-sun-secure-spray-hydratant-spf50-200ml-3662361002146.jpg;2200049695;3662361002146;50+;200ml
SVR Sun Secure Lait Spray SPF50+ 200ml;15,78;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray / γαλάκτωμα, συσκευασία 200ml.;Spray, Γαλάκτωμα;;;SVR;sunscreens/svr-sun-secure-lait-spray-spf50-200ml-3662361002559.jpg;2200049696;3662361002559;50+;200ml
SVR Sun Secure Huile Spray Sèche SPF50+ 200ml;14,61;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray / λάδι, συσκευασία 200ml.;Spray, Λάδι;;;SVR;sunscreens/svr-sun-secure-huile-spray-seche-spf50-200ml-3662361001736.jpg;2200049697;3662361001736;50+;200ml
SVR Sun Secure Lait SPF50+ 250ml;16,36;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 250ml.;Γαλάκτωμα;;;SVR;sunscreens/svr-sun-secure-lait-spf50-250ml-3662361001743.jpg;2200049698;3662361001743;50+;250ml
SVR Sun Secure Fluid SPF50+ 50ml;11,69;Από τη γραμμή Sun Secure της SVR — υψηλή προστασία με δερματολογική σύνθεση. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;SVR;sunscreens/svr-sun-secure-fluid-spf50-50ml-3662361001729.jpg;2200040359;3662361001729;50+;50ml
ISDIN Eryfotona AK-NMSC Fluid SPF100+ 50ml;28,67;Από την ISDIN με τις γραμμές Fotoprotector & Fotoultra — κορυφαία ισπανική φωτοπροστασία. Πολύ υψηλή αντηλιακή προστασία (SPF 100+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;ISDIN;sunscreens/isdin-eryfotona-ak-nmsc-fluid-spf100-50ml-8470001658531.jpg;2200033799;8470001658531;100+;50ml
